study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB8308	SAMEA3218643	ERS645151	ERX1495256	ERR1424674	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424674/ERR1424674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424674/ERR1424674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424674/ERR1424674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424674/ERR1424674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_B02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_B02.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_B02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_B02.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/004/ERR1424674	ftp.sra.ebi.ac.uk/vol1/err/ERR142/004/ERR1424674		
PRJEB8308	SAMEA3218672	ERS645180	ERX1495257	ERR1424675	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424675/ERR1424675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424675/ERR1424675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424675/ERR1424675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424675/ERR1424675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_B03.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_B03.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_B03.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_B03.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/005/ERR1424675	ftp.sra.ebi.ac.uk/vol1/err/ERR142/005/ERR1424675		
PRJEB8308	SAMEA3218654	ERS645162	ERX1495258	ERR1424676	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424676/ERR1424676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424676/ERR1424676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424676/ERR1424676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424676/ERR1424676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C01.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C01.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1424676	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1424676		
PRJEB8308	SAMEA3218647	ERS645155	ERX1495259	ERR1424677	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424677/ERR1424677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424677/ERR1424677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424677/ERR1424677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424677/ERR1424677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C02.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C02.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/007/ERR1424677	ftp.sra.ebi.ac.uk/vol1/err/ERR142/007/ERR1424677		
PRJEB8308	SAMEA3218668	ERS645176	ERX1495260	ERR1424678	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424678/ERR1424678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424678/ERR1424678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424678/ERR1424678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424678/ERR1424678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C03.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C03.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C03.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_C03.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/008/ERR1424678	ftp.sra.ebi.ac.uk/vol1/err/ERR142/008/ERR1424678		
PRJEB8308	SAMEA3218658	ERS645166	ERX1495261	ERR1424679	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424679/ERR1424679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424679/ERR1424679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424679/ERR1424679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424679/ERR1424679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D01.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D01.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/009/ERR1424679	ftp.sra.ebi.ac.uk/vol1/err/ERR142/009/ERR1424679		
PRJEB8308	SAMEA3218651	ERS645159	ERX1495262	ERR1424680	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424680/ERR1424680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424680/ERR1424680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424680/ERR1424680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424680/ERR1424680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D02.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D02.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/000/ERR1424680	ftp.sra.ebi.ac.uk/vol1/err/ERR142/000/ERR1424680		
PRJEB8308	SAMEA3218679	ERS645187	ERX1495263	ERR1424681	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424681/ERR1424681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424681/ERR1424681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424681/ERR1424681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424681/ERR1424681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D03.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D03.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D03.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_D03.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/001/ERR1424681	ftp.sra.ebi.ac.uk/vol1/err/ERR142/001/ERR1424681		
PRJEB8308	SAMEA3218662	ERS645170	ERX1495264	ERR1424682	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424682/ERR1424682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424682/ERR1424682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424682/ERR1424682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424682/ERR1424682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_E01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_E01.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_E01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_E01.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/002/ERR1424682	ftp.sra.ebi.ac.uk/vol1/err/ERR142/002/ERR1424682		
PRJEB8308	SAMEA3218655	ERS645163	ERX1495265	ERR1424683	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424683/ERR1424683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424683/ERR1424683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424683/ERR1424683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424683/ERR1424683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_E02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_E02.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_E02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_E02.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/003/ERR1424683	ftp.sra.ebi.ac.uk/vol1/err/ERR142/003/ERR1424683		
PRJEB8308	SAMEA3218666	ERS645174	ERX1495266	ERR1424684	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424684/ERR1424684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424684/ERR1424684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424684/ERR1424684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424684/ERR1424684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_F01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_F01.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_F01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_F01.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/004/ERR1424684	ftp.sra.ebi.ac.uk/vol1/err/ERR142/004/ERR1424684		
PRJEB8308	SAMEA3218659	ERS645167	ERX1495267	ERR1424685	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424685/ERR1424685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424685/ERR1424685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424685/ERR1424685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424685/ERR1424685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_F02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_F02.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_F02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_F02.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/005/ERR1424685	ftp.sra.ebi.ac.uk/vol1/err/ERR142/005/ERR1424685		
PRJEB8308	SAMEA3218678	ERS645186	ERX1495268	ERR1424686	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424686/ERR1424686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424686/ERR1424686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424686/ERR1424686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424686/ERR1424686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_G01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_G01.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_G01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_G01.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1424686	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1424686		
PRJEB8308	SAMEA3218673	ERS645181	ERX1495269	ERR1424687	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424687/ERR1424687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424687/ERR1424687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424687/ERR1424687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424687/ERR1424687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_G02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_G02.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_G02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_G02.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/007/ERR1424687	ftp.sra.ebi.ac.uk/vol1/err/ERR142/007/ERR1424687		
PRJEB8308	SAMEA3218664	ERS645172	ERX1495270	ERR1424688	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424688/ERR1424688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424688/ERR1424688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424688/ERR1424688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424688/ERR1424688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_H01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_H01.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_H01.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_H01.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/008/ERR1424688	ftp.sra.ebi.ac.uk/vol1/err/ERR142/008/ERR1424688		
PRJEB8308	SAMEA3218669	ERS645177	ERX1495271	ERR1424689	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424689/ERR1424689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424689/ERR1424689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424689/ERR1424689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424689/ERR1424689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_H02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_H02.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_H02.bam;ftp.sra.ebi.ac.uk/vol1/ERA626/ERA626169/bam/LP6005058-DNA_H02.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR142/009/ERR1424689	ftp.sra.ebi.ac.uk/vol1/err/ERR142/009/ERR1424689		
PRJEB8308	SAMEA3218643	ERS645151	ERX682699	ERR739016	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739016/ERR739016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739016/ERR739016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739016/ERR739016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739016/ERR739016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739016	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739016		
PRJEB8308	SAMEA3218644	ERS645152	ERX682700	ERR739017	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739017/ERR739017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739017/ERR739017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739017/ERR739017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739017/ERR739017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739017	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739017		
PRJEB8308	SAMEA3218645	ERS645153	ERX682701	ERR739018	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739018/ERR739018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739018/ERR739018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739018/ERR739018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739018/ERR739018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739018	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739018		
PRJEB8308	SAMEA3218646	ERS645154	ERX682702	ERR739019	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739019/ERR739019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739019/ERR739019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739019/ERR739019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739019/ERR739019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1121_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739019	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739019		
PRJEB8308	SAMEA3218647	ERS645155	ERX682703	ERR739020	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739020/ERR739020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739020/ERR739020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739020/ERR739020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739020/ERR739020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739020	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739020		
PRJEB8308	SAMEA3218648	ERS645156	ERX682704	ERR739021	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739021/ERR739021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739021/ERR739021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739021/ERR739021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739021/ERR739021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739021	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739021		
PRJEB8308	SAMEA3218649	ERS645157	ERX682705	ERR739022	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739022/ERR739022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739022/ERR739022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739022/ERR739022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739022/ERR739022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739022	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739022		
PRJEB8308	SAMEA3218650	ERS645158	ERX682706	ERR739023	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739023/ERR739023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739023/ERR739023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739023/ERR739023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739023/ERR739023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1207_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739023	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739023		
